fecha	hora	real	programado	desviacion	porcentaje
2016-11-02	12	8969,238127699	2045,7	-6923,538127699	-338,4434730262990700
2016-11-02	13	8973,330081104	2037,4	-6935,930081104	-340,4304545550211100
2016-11-02	14	8931,675801038	2030,8	-6900,875801038	-339,8107051919440600
2016-11-02	15	8947,012015924	2025,5	-6921,512015924	-341,7186875301900800
2016-11-02	16	8981,231954254	2034,7	-6946,531954254	-341,4032513025998900
2016-11-02	17	8927,507963963	2045,4	-6882,107963963	-336,4675840404321900
2016-11-02	18	8836,25107376199	2048,1	-6788,15107376199	-331,4365057254035400
2016-11-02	19	8628,34838997599	2050,1	-6578,24838997599	-320,8745129494166100
2016-11-02	20	8600,5850322097	2069,3	-6531,2850322097	-315,6277500705407600
2016-11-02	21	9081,490957822	2147,0	-6934,490957822	-322,9851400941779200
2016-11-02	22	9262,81788825	2188,6	-7074,21788825	-323,2302790939413300
2016-11-02	23	8981,740919601	2188,0	-6793,740919601	-310,5000420292961600
2016-11-02	24	8460,059538672	2172,0	-6288,059538672	-289,5055036220994500
2016-11-03	1	8030,09678784	2303,3	-5726,79678784	-248,6344283349976100
2016-11-03	2	7664,092771824	2271,5	-5392,592771824	-237,4022791910191500
2016-11-03	3	7427,724706207	2250,0	-5177,724706207	-230,1210980536444400
2016-11-03	4	7344,133537907	2253,6	-5090,533537907	-225,8845197864306000
2016-11-03	5	7324,950712078	2257,0	-5067,950712078	-224,5436735524147100
2016-11-03	6	7378,33349630099	2248,3	-5130,03349630099	-228,1738867722719400
2016-11-03	7	7688,324205902	2270,5	-5417,824205902	-238,6181108082801100
2016-11-03	8	7937,96715465	2249,5	-5688,46715465	-252,8769573082907300
2016-11-03	9	8338,818306085	2171,7	-6167,118306085	-283,9765301876410200
2016-11-03	10	8644,621240002	2193,9	-6450,721240002	-294,0298664479693700
2016-11-03	11	8855,15853496699	2190,8	-6664,35853496699	-304,1974865330924800
2016-11-03	12	9023,335033182	2187,6	-6835,735033182	-312,4764597358749300
2016-11-03	13	9075,426833808	2177,9	-6897,526833808	-316,7053966576977800
2016-11-03	14	9107,086525259	2185,0	-6922,086525259	-316,8002986388558400
2016-11-03	15	9201,56608085899	2176,9	-7024,66608085899	-322,6912619256277300
2016-11-03	16	9188,649776581	2206,8	-6981,849776581	-316,3789095786206300
2016-11-03	17	9143,663042817	2195,5	-6948,163042817	-316,4729238358916000
2016-11-03	18	9032,8700968	2200,8	-6832,0700968	-310,4357550345329000
2016-11-03	19	8837,004924871	2208,9	-6628,104924871	-300,0636029186925600
2016-11-03	20	8827,5512534186	2226,2	-6601,3512534186	-296,5300176722037600
2016-11-03	21	9227,28356656	2298,4	-6928,88356656	-301,4655223877480000
2016-11-03	22	9521,582414574	2351,3	-7170,282414574	-304,9497050386594600
2016-11-03	23	9271,477591882	2350,6	-6920,877591882	-294,4302557594656700
2016-11-03	24	8769,818793586	2334,4	-6435,418793586	-275,6776385189342000
2016-11-04	1	8276,926539352	2297,2	-5979,726539352	-260,3050034542921800
2016-11-04	2	7859,150139262	2266,1	-5593,050139262	-246,8139155051409900
2016-11-04	3	7670,670526035	2244,9	-5425,770526035	-241,6931946204730700
2016-11-04	4	7558,937563758	2248,4	-5310,537563758	-236,1918503717310100
2016-11-04	5	7548,992229617	2244,3	-5304,692229617	-236,3628850695985400
2016-11-04	6	7651,592917516	2235,1	-5416,492917516	-242,3378335428392500
2016-11-04	7	7906,47067404	2257,7	-5648,77067404	-250,2002336023386600
2016-11-04	8	8164,531622209	2235,1	-5929,431622209	-265,2870843456221200
2016-11-04	9	8619,469945718	2180,6	-6438,869945718	-295,2797370319178200
2016-11-04	10	8976,718523345	2212,2	-6764,518523345	-305,7824122296808600
2016-11-04	11	9244,424834903	2209,0	-7035,424834903	-318,4891278815301000
2016-11-04	12	9389,11528304199	2205,8	-7183,31528304199	-325,6557839805054900
2016-11-04	13	9400,58694208299	2187,7	-7212,88694208299	-329,7018303278781400
2016-11-04	14	9340,495382308	2177,3	-7163,195382308	-328,9944142887062000
2016-11-04	15	9467,957480081	2166,8	-7301,157480081	-336,9557633413789900
2016-11-04	16	9507,704847686	2193,5	-7314,204847686	-333,4490470793708700
2016-11-04	17	9459,723140673	2204,3	-7255,423140673	-329,1486249908360900
2016-11-04	18	9132,033098914	2211,9	-6920,133098914	-312,8592205304941500
2016-11-04	19	8903,588018569	2209,2	-6694,388018569	-303,0231766507785600
2016-11-04	20	8782,12746678899	2243,1	-6539,02746678899	-291,5174297529753500
2016-11-04	21	9181,67166192801	2278,6	-6903,07166192801	-302,9523243187926800
2016-11-04	22	9439,576044749	2331,6	-7107,976044749	-304,8540077521444500
2016-11-04	23	9098,973822625	2331,1	-6767,873822625	-290,3296221794431800
2016-11-04	24	8681,668868681	2315,4	-6366,268868681	-274,9533069310270400
2016-11-05	1	8274,560198238	2330,5	-5944,060198238	-255,0551468885646900
2016-11-05	2	7962,589750469	2302,7	-5659,889750469	-245,7936227241499100
2016-11-05	3	7721,313583551	2282,0	-5439,313583551	-238,3572998926818600
2016-11-05	4	7582,35575196	2285,4	-5296,95575196	-231,7736830296665800
2016-11-05	5	7519,88712485901	2280,7	-5239,18712485901	-229,7183814118038300
2016-11-05	6	7508,477515868	2272,0	-5236,477515868	-230,4787639026408500
2016-11-05	7	7474,88957025	2294,8	-5180,08957025	-225,7316354475335500
2016-11-05	8	7522,217125156	2262,7	-5259,517125156	-232,4442977485305200
2016-11-05	9	7928,910479702	2223,9	-5705,010479702	-256,5317900850757700
2016-11-05	10	8381,156301754	2234,8	-6146,356301754	-275,0293673596742400
2016-11-05	11	8653,031845786	2221,9	-6431,131845786	-289,4429022812007700
2016-11-05	12	8811,108684747	2206,9	-6604,208684747	-299,2527384451946200
2016-11-05	13	8822,197173308	2200,3	-6621,897173308	-300,9542868385220200
2016-11-05	14	8792,041474168	2206,3	-6585,741474168	-298,4970980450528000
2016-11-05	15	8714,18297156001	2203,7	-6510,48297156001	-295,4341775904165700
2016-11-05	16	8511,774779452	2211,0	-6300,774779452	-284,9739836929896000
2016-11-05	17	8371,089912242	2201,5	-6169,589912242	-280,2448290820804000
2016-11-05	18	8238,300461829	2206,4	-6031,900461829	-273,3820006267675900
2016-11-05	19	8178,098181588	2218,4	-5959,698181588	-268,6484935804183200
2016-11-05	20	8083,356137988	2256,5	-5826,856137988	-258,2253994233547500
2016-11-05	21	8499,349872289	2302,2	-6197,149872289	-269,1838186208409300
2016-11-05	22	8799,942011648	2342,5	-6457,442011648	-275,6645469220064000
2016-11-05	23	8629,899579727	2343,0	-6286,899579727	-268,3269133472898000
2016-11-05	24	8263,095812016	2326,6	-5936,495812016	-255,1575609050116000
2016-11-06	1	7861,263040571	2317,1	-5544,163040571	-239,2716343951922700
2016-11-06	2	7578,307894867	2288,7	-5289,607894867	-231,1184469291300700
2016-11-06	3	7339,895973672	2267,9	-5071,995973672	-223,6428402342254900
2016-11-06	4	7140,541482753	2271,4	-4869,141482753	-214,3674158119661900
2016-11-06	5	7013,09769825	2267,0	-4746,09769825	-209,3558755293339200
2016-11-06	6	6901,695721372	2257,9	-4643,795721372	-205,6687949586784200
2016-11-06	7	6720,565359856	2280,3	-4440,265359856	-194,7228592665877300
2016-11-06	8	6552,664575268	2256,0	-4296,664575268	-190,4549900384751800
2016-11-06	9	6786,670712645	2207,4	-4579,270712645	-207,4508794348554900
2016-11-06	10	7191,729224471	2219,6	-4972,129224471	-224,0101470747432000
2016-11-06	11	7588,112116463	2216,8	-5371,312116463	-242,3002578700378900
2016-11-06	12	7822,492972869	2212,8	-5609,692972869	-253,5110707189533600
2016-11-06	13	7960,377537054	2220,1	-5740,277537054	-258,5594134072339100
2016-11-06	14	7947,513625051	2214,6	-5732,913625051	-258,8690339136187100
2016-11-06	15	7959,870781521	2209,4	-5750,470781521	-260,2729601485018600
2016-11-06	16	7800,107250432	2219,9	-5580,207250432	-251,3720100199108100
2016-11-06	17	7735,709773751	2230,7	-5505,009773751	-246,7839590151521900
2016-11-06	18	7735,635599461	2236,1	-5499,535599461	-245,9431867743392500
2016-11-06	19	7718,452888142	2250,3	-5468,152888142	-242,9966177017286600
2016-11-06	20	7794,64832982326	2288,0	-5506,64832982326	-240,6751892405271000
2016-11-06	21	8391,872808613	2332,8	-6059,072808613	-259,7339166929441000
2016-11-06	22	8842,90504509	2374,4	-6468,50504509	-272,4269308073618600
2016-11-06	23	8659,60176866	2374,7	-6284,90176866	-264,6608737381564000
2016-11-06	24	8217,37318340199	2358,4	-5858,97318340199	-248,4300026883476100
2016-11-07	1	7827,822238831	2359,6	-5468,222238831	-231,7436107319460900
2016-11-07	2	7425,625212086	2329,4	-5096,225212086	-218,7784499049540700
2016-11-07	3	7279,789000907	2309,4	-4970,389000907	-215,2242574221442800
2016-11-07	4	7153,650688004	2312,8	-4840,850688004	-209,3069304740574200
2016-11-07	5	7160,409595177	2309,0	-4851,409595177	-210,1086875347336500
2016-11-07	6	7302,502473945	2300,5	-5002,002473945	-217,4311008017822200
2016-11-07	7	7624,035696873	2321,7	-5302,335696873	-228,3816038623853200
2016-11-07	8	7973,10939587	2272,8	-5700,30939587	-250,8055876394755400
2016-11-07	9	8533,64422636201	2228,7	-6304,94422636201	-282,8978429740211800
2016-11-07	10	9056,496738021	2248,3	-6808,196738021	-302,8153154837432700
2016-11-07	11	9318,600069084	2235,0	-7083,600069084	-316,9396004064429500
2016-11-07	12	9514,49073006599	2218,9	-7295,59073006599	-328,7931285801969400
2016-11-07	13	9562,31046188301	2213,7	-7348,61046188301	-331,9605394535397800
2016-11-07	14	9473,800508607	2222,0	-7251,800508607	-326,3636592532403200
2016-11-07	15	9594,967454137	2229,0	-7365,967454137	-330,4606305131000400
2016-11-07	16	9657,65416524401	2239,6	-7418,05416524401	-331,2222792125384000
2016-11-07	17	9592,362107769	2251,0	-7341,362107769	-326,1378102074189200
2016-11-07	18	9399,40095546	2255,2	-7144,20095546	-316,7879104052855600
2016-11-07	19	9080,190258077	2242,1	-6838,090258077	-304,9859621817492500
2016-11-07	20	8955,95927124299	2290,4	-6665,55927124299	-291,0216237881151800
2016-11-07	21	9264,111167965	2335,8	-6928,311167965	-296,6140580514170700
2016-11-07	22	9504,011689891	2377,3	-7126,711689891	-299,7817561894165700
2016-11-07	23	9186,043917493	2377,2	-6808,843917493	-286,4228469414857800
2016-11-07	24	8685,047063985	2361,2	-6323,847063985	-267,8234399451550100
2016-11-08	1	8210,504096122	2361,6	-5848,904096122	-247,6670094902608400
2016-11-08	2	7797,361175015	2331,3	-5466,061175015	-234,4640833447003800
2016-11-08	3	7630,628817786	2311,2	-5319,428817786	-230,1587408180166100
2016-11-08	4	7523,943784105	2315,2	-5208,743784105	-224,9802947522892200
2016-11-08	5	7512,332288011	2311,2	-5201,132288011	-225,0403378336362100
2016-11-08	6	7553,523023788	2302,5	-5251,023023788	-228,0574603165255200
2016-11-08	7	7751,269085245	2314,9	-5436,369085245	-234,8425022785001500
2016-11-08	8	8049,487675408	2220,6	-5828,887675408	-262,4915642352517300
2016-11-08	9	8584,897779695	2209,2	-6375,697779695	-288,5975819163045400
2016-11-08	10	9105,228247859	2221,9	-6883,328247859	-309,7946913839056700
2016-11-08	11	9274,384213592	2218,2	-7056,184213592	-318,1040579565413400
2016-11-08	12	9357,413082356	2214,1	-7143,313082356	-322,6282951247007800
2016-11-08	13	9295,374180079	2204,5	-7090,874180079	-321,6545330042640100
2016-11-08	14	9306,896207462	2192,1	-7114,796207462	-324,5653121418730900
2016-11-08	15	9459,17412077801	2186,3	-7272,87412077801	-332,6567314997031500
2016-11-08	16	9423,687479478	2189,1	-7234,587479478	-330,4822748836508200
2016-11-08	17	9411,089488363	2203,4	-7207,689488363	-327,1167054716801300
2016-11-08	18	9176,608290142	2212,4	-6964,208290142	-314,7807037670403200
2016-11-08	19	8778,728786531	2226,6	-6552,128786531	-294,2660911942423400
2016-11-08	20	8669,646238944	2292,2	-6377,446238944	-278,2238128847395500
2016-11-08	21	9016,49393104701	2368,9	-6647,59393104701	-280,6194407128629300
2016-11-08	22	9313,725696016	2413,4	-6900,325696016	-285,9171996360321500
2016-11-08	23	9029,892214695	2418,1	-6611,792214695	-273,4292301681071900
2016-11-08	24	8562,146477043	2402,0	-6160,146477043	-256,4590539984596200
2016-11-09	1	7950,309403808	2330,5	-5619,809403808	-241,1417894789959200
2016-11-09	2	7582,315703649	2300,1	-5282,215703649	-229,6515674818051400
2016-11-09	3	7338,06855787799	2279,3	-5058,76855787799	-221,9439546298420600
2016-11-09	4	7208,057830617	2282,8	-4925,257830617	-215,7551178647713300
2016-11-09	5	7180,221052304	2278,4	-4901,821052304	-215,1431290512640400
2016-11-09	6	7266,651078602	2264,6	-5002,051078602	-220,8801147488298200
2016-11-09	7	7509,294428935	2294,6	-5214,694428935	-227,2594103083326100
2016-11-09	8	7848,906872965	2265,0	-5583,906872965	-246,5301047666666700
2016-11-09	9	8408,811362527	2190,6	-6218,211362527	-283,8588223558385800
2016-11-09	10	8778,10512703	2198,8	-6579,30512703	-299,2225362484082200
2016-11-09	11	8953,715285125	2211,5	-6742,215285125	-304,8706889045896500
2016-11-09	12	9024,599091464	2203,7	-6820,899091464	-309,5203109072922800
2016-11-09	13	9034,960494499	2194,0	-6840,960494499	-311,8031219005925300
2016-11-09	14	9015,6969059	2187,1	-6828,5969059	-312,2215219194367000
2016-11-09	15	9102,894889249	2180,4	-6922,494889249	-317,4873825559071700
2016-11-09	16	9159,613787725	2189,7	-6969,913787725	-318,3045069061972000
2016-11-09	17	9140,755098098	2200,7	-6940,055098098	-315,3567091424546700
2016-11-09	18	8978,915781326	2194,1	-6784,815781326	-309,2300160123057300
2016-11-09	19	8690,716527846	2215,9	-6474,816527846	-292,1980471973464500
2016-11-09	20	8468,059663155	2234,0	-6234,059663155	-279,0537002307520100
2016-11-09	21	8793,91159289499	2343,4	-6450,51159289499	-275,2629338949812200
2016-11-09	22	9163,32532481999	2386,4	-6776,92532481999	-283,9811148516589800
2016-11-09	23	8975,798043898	2387,9	-6587,898043898	-275,8866805099878600
2016-11-09	24	8610,69035275	2378,5	-6232,19035275	-262,0218773491696400
2016-11-10	1	8086,817733126	2313,4	-5773,417733126	-249,5641796976744200
2016-11-10	2	7763,508701406	2313,4	-5450,108701406	-235,5886877066655100
2016-11-10	3	7513,284891312	2313,4	-5199,884891312	-224,7724082005705900
2016-11-10	4	7449,560754445	2313,4	-5136,160754445	-222,0178418969914400
2016-11-10	5	7401,215111149	2281,0	-5120,215111149	-224,4723854076720700
2016-11-10	6	7479,730533102	2281,0	-5198,730533102	-227,9145345507233700
2016-11-10	7	7758,026765633	2281,0	-5477,026765633	-240,1151585108724200
2016-11-10	8	8047,279607972	2281,0	-5766,279607972	-252,7961248562911000
2016-11-10	9	8479,987966695	2211,2	-6268,787966695	-283,5016265690575300
2016-11-10	10	8937,203216477	2211,2	-6726,003216477	-304,1788719463187400
2016-11-10	11	9139,649601302	2211,2	-6928,449601302	-313,3343705364508000
2016-11-10	12	9260,528544254	2211,2	-7049,328544254	-318,8010376381150500
2016-11-10	13	9274,234221804	2186,8	-7087,434221804	-324,1007052224254600
2016-11-10	14	9208,47979485901	2186,8	-7021,67979485901	-321,0938263608473600
2016-11-10	15	9359,050193892	2186,8	-7172,250193892	-327,9792479372599200
2016-11-10	16	9430,76850397	2186,8	-7243,96850397	-331,2588487273641900
2016-11-10	17	9403,933076681	2221,3	-7182,633076681	-323,3526798127673000
2016-11-10	18	9207,31846798501	2221,3	-6986,01846798501	-314,5013491192099200
2016-11-10	19	9001,122729147	2221,3	-6779,822729147	-305,2186885673704600
2016-11-10	20	8858,842203212	2221,3	-6637,542203212	-298,8134067083239500
2016-11-10	21	9128,433341094	2344,3	-6784,133341094	-289,3884460646674900
2016-11-10	22	9434,701662425	2344,3	-7090,401662425	-302,4528286663396300
2016-11-10	23	9273,007619304	2344,3	-6928,707619304	-295,5555013993089600
2016-11-10	24	8777,419996457	2344,3	-6433,119996457	-274,4153903705583800
2016-11-11	1	8204,052259831	2344,8	-5859,252259831	-249,8828155847407000
2016-11-11	2	7820,434310238	2314,1	-5506,334310238	-237,9471202730219100
2016-11-11	3	7588,08717284	2292,5	-5295,58717284	-230,9961689352235600
2016-11-11	4	7534,709611133	2296,1	-5238,609611133	-228,1525025535908700
2016-11-11	5	7506,410678515	2296,3	-5210,110678515	-226,8915506908940500
2016-11-11	6	7587,261984669	2290,4	-5296,861984669	-231,2636214053877100
2016-11-11	7	7766,161812403	2311,5	-5454,661812403	-235,9793126715552700
2016-11-11	8	8078,573253648	2261,2	-5817,373253648	-257,2692930146824700
2016-11-11	9	8628,992452685	2229,7	-6399,292452685	-287,0023973038973900
2016-11-11	10	9114,190692016	2271,5	-6842,690692016	-301,2410606214395800
2016-11-11	11	9319,816748712	2273,1	-7046,716748712	-310,0046961731556000
2016-11-11	12	9399,866753403	2267,6	-7132,266753403	-314,5293152850149900
2016-11-11	13	8946,468016935	2257,8	-6688,668016935	-296,2471439868456000
2016-11-11	14	9161,014552086	2244,9	-6916,114552086	-308,0811863372978800
2016-11-11	15	9413,636980053	2236,8	-7176,836980053	-320,8528692799088000
2016-11-11	16	9421,633013716	2237,7	-7183,933013716	-321,0409355014523800
2016-11-11	17	9428,96391698901	2250,7	-7178,26391698901	-318,9347277286626400
2016-11-11	18	9199,816830863	2264,5	-6935,316830863	-306,2626112105542100
2016-11-11	19	8903,73288695501	2267,3	-6636,43288695501	-292,7020194484633700
2016-11-11	20	8725,438681288	2321,1	-6404,338681288	-275,9182577781224400
2016-11-11	21	9067,455511465	2358,0	-6709,455511465	-284,5400980265055100
2016-11-11	22	9373,908537793	2401,3	-6972,608537793	-290,3680730351476300
2016-11-11	23	9088,382073164	2402,4	-6685,982073164	-278,3042820997336000
2016-11-11	24	8684,60641634	2387,0	-6297,60641634	-263,8293429551738600
2016-11-12	1	8215,066591101	2397,1	-5817,966591101	-242,7085474573860100
2016-11-12	2	7901,698917555	2363,6	-5538,098917555	-234,3077897087070600
2016-11-12	3	7653,816817391	2342,9	-5310,916817391	-226,6813273033846900
2016-11-12	4	7501,036598829	2346,4	-5154,636598829	-219,6827735607313300
2016-11-12	5	7388,336396122	2342,4	-5045,936396122	-215,4173666377219900
2016-11-12	6	7430,21053020489	2334,0	-5096,21053020489	-218,3466379693611800
2016-11-12	7	7327,425115797	2356,3	-4971,125115797	-210,9716553833128200
2016-11-12	8	7315,892129065	2286,4	-5029,492129065	-219,9742883600857200
2016-11-12	9	7753,062381051	2251,5	-5501,562381051	-244,3509829469686900
2016-11-12	10	8219,140842102	2240,3	-5978,840842102	-266,8767951659152800
2016-11-12	11	8534,52100775199	2254,8	-6279,72100775199	-278,5045683764409300
2016-11-12	12	8595,084585981	2251,4	-6343,684585981	-281,7662159536732700
2016-11-12	13	8622,507322027	2241,1	-6381,407322027	-284,7444255957788600
2016-11-12	14	8586,138809165	2234,2	-6351,938809165	-284,3048433070002700
2016-11-12	15	8466,098667635	2224,6	-6241,498667635	-280,5672331041535600
2016-11-12	16	8377,252354875	2245,7	-6131,552354875	-273,0352386727969000
2016-11-12	17	8201,975952835	2268,5	-5933,475952835	-261,5594424877672500
2016-11-12	18	8129,379070399	2273,4	-5855,979070399	-257,5868333948711200
2016-11-12	19	8100,44025160901	2272,7	-5827,74025160901	-256,4236481545742900
2016-11-12	20	8072,26268445201	2326,8	-5745,46268445201	-246,9255064660482200
2016-11-12	21	8400,71069186301	2380,5	-6020,21069186301	-252,8968994691455600
2016-11-12	22	8799,954622434	2432,3	-6367,654622434	-261,7956100166097900
2016-11-12	23	8555,892398107	2431,3	-6124,592398107	-251,9060748614732900
2016-11-12	24	8170,282949498	2406,1	-5764,182949498	-239,5653941855284500
2016-11-13	1	7688,088886541	2393,1	-5294,988886541	-221,2606613405624500
2016-11-13	2	7331,664149203	2363,4	-4968,264149203	-210,2168126090801400
2016-11-13	3	7128,820383582	2342,5	-4786,320383582	-204,3253098647598700
2016-11-13	4	6940,942897778	2346,1	-4594,842897778	-195,8502577800605300
2016-11-13	5	6882,277051523	2341,9	-4540,377051523	-193,8757868193774300
2016-11-13	6	6823,677383703	2333,3	-4490,377383703	-192,4474942657609400
2016-11-13	7	6599,361762559	2358,8	-4240,561762559	-179,7762320908512800
2016-11-13	8	6423,663902638	2289,1	-4134,563902638	-180,6196279165610900
2016-11-13	9	6579,643093496	2238,4	-4341,243093496	-193,9440266929950000
2016-11-13	10	6952,107325836	2230,7	-4721,407325836	-211,6558625470031800
2016-11-13	11	7287,11378236999	2245,6	-5041,51378236999	-224,5063137856247800
2016-11-13	12	7446,33078562899	2241,6	-5204,73078562899	-232,1882042125709300
2016-11-13	13	7540,052634123	2211,9	-5328,152634123	-240,8857829975586600
2016-11-13	14	7605,303778914	2205,9	-5399,403778914	-244,7710131426628600
2016-11-13	15	7590,564692109	2222,3	-5368,264692109	-241,5634564239301600
2016-11-13	16	7528,72068407	2235,8	-5292,92068407	-236,7349800550138700
2016-11-13	17	7528,125687008	2264,6	-5263,525687008	-232,4262866293385100
2016-11-13	18	7507,705664544	2265,8	-5241,905664544	-231,3490009949686600
2016-11-13	19	7429,196617591	2279,0	-5150,196617591	-225,9849327595875400
2016-11-13	20	7489,418618863	2319,3	-5170,118618863	-222,9171999682231700
2016-11-13	21	8063,509255031	2385,7	-5677,809255031	-237,9934298122563600
2016-11-13	22	8503,497240781	2439,5	-6063,997240781	-248,5754146661611000
2016-11-13	23	8310,864909812	2439,2	-5871,664909812	-240,7209293953755300
2016-11-13	24	7847,722166578	2413,3	-5434,422166578	-225,1863492552935800
2016-11-14	1	7403,580724734	2372,1	-5031,480724734	-212,1108184618692300
2016-11-14	2	7067,231037266	2340,2	-4727,031037266	-201,9926090618750500
2016-11-14	3	6910,734589074	2319,7	-4591,034589074	-197,9150144016036600
2016-11-14	4	6965,737169074	2323,2	-4642,537169074	-199,8337280076618500
2016-11-14	5	6948,417560492	2314,0	-4634,417560492	-200,2773362356093300
2016-11-14	6	7120,352528988	2305,1	-4815,252528988	-208,8956023160817300
2016-11-14	7	7438,557455179	2326,9	-5111,657455179	-219,6767138759293500
2016-11-14	8	7747,521437111	2282,9	-5464,621437111	-239,3719145433878000
2016-11-14	9	8296,375710778	2236,8	-6059,575710778	-270,9037782000178800
2016-11-14	10	8792,330239096	2229,6	-6562,730239096	-294,3456332569070700
2016-11-14	11	9202,55666134	2241,9	-6960,65666134	-310,4802471715955200
2016-11-14	12	9320,002065948	2241,3	-7078,702065948	-315,8301907798152900
2016-11-14	13	9204,611945263	2232,0	-6972,611945263	-312,3930083003136200
2016-11-14	14	9283,487699883	2226,4	-7057,087699883	-316,9730371848275200
2016-11-14	15	9381,709926331	2221,0	-7160,709926331	-322,4092717843764100
2016-11-14	16	9420,489769302	2240,1	-7180,389769302	-320,5388049329047800
2016-11-14	17	9347,552318905	2266,7	-7080,852318905	-312,3859495700798500
2016-11-14	18	9169,396192529	2265,2	-6904,196192529	-304,7941105654688300
2016-11-14	19	8922,921718237	2264,5	-6658,421718237	-294,0349621654669900
2016-11-14	20	8790,41759488295	2293,1	-6497,31759488295	-283,3420956296258300
2016-11-14	21	9098,574601059	2355,0	-6743,574601059	-286,3513631022929900
2016-11-14	22	9356,38514645301	2407,4	-6948,98514645301	-288,6510403943262400
2016-11-14	23	9029,527448215	2406,2	-6623,327448215	-275,2608863857950300
2016-11-14	24	8520,988475511	2379,8	-6141,188475511	-258,0548145016808100
2016-11-15	1	8037,978668547	2421,0	-5616,978668547	-232,0106843679058200
2016-11-15	2	7724,274537523	2388,4	-5335,874537523	-223,4079106315106300
2016-11-15	3	7535,057371683	2366,9	-5168,157371683	-218,3513190959905400
2016-11-15	4	7426,810467668	2370,8	-5056,010467668	-213,2617879056858400
2016-11-15	5	7425,966873309	2379,3	-5046,666873309	-212,1072110834699300
2016-11-15	6	7511,459136454	2364,4	-5147,059136454	-217,6898636632549500
2016-11-15	7	7681,860452907	2384,0	-5297,860452907	-222,2256901387164400
2016-11-15	8	8047,824359621	2341,0	-5706,824359621	-243,7772045972234100
2016-11-15	9	8536,678701184	2272,3	-6264,378701184	-275,6844915365048600
2016-11-15	10	9049,274790944	2262,9	-6786,374790944	-299,8972464953820300
2016-11-15	11	9087,672645844	2279,5	-6808,172645844	-298,6695611249835500
2016-11-15	12	9271,81589114701	2275,3	-6996,51589114701	-307,4986107830620100
2016-11-15	13	9268,476305472	2268,1	-7000,376305472	-308,6449585764296100
2016-11-15	14	9170,398776532	2260,9	-6909,498776532	-305,6083319267548300
2016-11-15	15	9339,188972112	2255,6	-7083,588972112	-314,0445545359106200
2016-11-15	16	9383,69659018	2266,5	-7117,19659018	-314,0170567032870100
2016-11-15	17	9339,858998116	2294,6	-7045,258998116	-307,0364768637671100
2016-11-15	18	9228,520186568	2303,7	-6924,820186568	-300,5955717570864300
2016-11-15	19	8988,759926535	2304,0	-6684,759926535	-290,1371495891927100
2016-11-15	20	8921,97194262699	2329,0	-6592,97194262699	-283,0816634876337500
2016-11-15	21	9050,265981242	2403,8	-6646,465981242	-276,4982935869040700
2016-11-15	22	9317,493514418	2435,7	-6881,793514418	-282,5386342496202300
2016-11-15	23	9109,191863847	2452,0	-6657,191863847	-271,5004838436786300
2016-11-15	24	8723,63266256	2437,6	-6286,03266256	-257,8779398818510000
2016-11-16	1	8198,773611723	2382,6	-5816,173611723	-244,1103673181818200
2016-11-16	2	7790,525433876	2351,7	-5438,825433876	-231,2720769603265700
2016-11-16	3	7611,194682378	2331,2	-5279,994682378	-226,4925653044783800
2016-11-16	4	7512,274625696	2334,4	-5177,874625696	-221,8075148087731300
2016-11-16	5	7506,62091077	2329,9	-5176,72091077	-222,1863990201296200
2016-11-16	6	7527,74234136106	2315,0	-5212,74234136106	-225,1724553503697600
2016-11-16	7	7741,56811347	2334,9	-5406,66811347	-231,5588724771938800
2016-11-16	8	8039,971552401	2293,6	-5746,371552401	-250,5393945064963400
2016-11-16	9	8550,284442452	2265,3	-6284,984442452	-277,4460090253829500
2016-11-16	10	8941,929971125	2250,8	-6691,129971125	-297,2778554791629600
2016-11-16	11	9130,656612867	2267,3	-6863,356612867	-302,7105637924844500
2016-11-16	12	9144,023542143	2262,8	-6881,223542143	-304,1021540632402300
2016-11-16	13	9216,210061793	2252,2	-6964,010061793	-309,2092203975224200
2016-11-16	14	9153,95357892599	2246,4	-6907,55357892599	-307,4943722812495500
2016-11-16	15	9183,155816864	2241,8	-6941,355816864	-309,6331437623338400
2016-11-16	16	9226,658986451	2251,7	-6974,958986451	-309,7641331638761800
2016-11-16	17	9095,517740742	2282,5	-6813,017740742	-298,4892767028258500
2016-11-16	18	8945,454771258	2294,3	-6651,154771258	-289,8990877940112500
2016-11-16	19	8726,136246335	2280,4	-6445,736246335	-282,6581409548763400
2016-11-16	20	8614,597697097	2294,2	-6320,397697097	-275,4946254510068900
2016-11-16	21	8897,583588551	2351,2	-6546,383588551	-278,4273387440881300
2016-11-16	22	9396,236622934	2394,2	-7002,036622934	-292,4583001810208000
2016-11-16	23	9087,819668646	2395,5	-6692,319668646	-279,3704724961803400
2016-11-16	24	8558,223594364	2383,4	-6174,823594364	-259,0762605674246900
2016-11-17	1	8040,408493531	2345,7	-5694,708493531	-242,7722425515198000
2016-11-17	2	7635,357442265	2304,9	-5330,457442265	-231,2663214137272800
2016-11-17	3	7450,423859835	2284,2	-5166,223859835	-226,1721329058313600
2016-11-17	4	7328,059582899	2287,6	-5040,459582899	-220,3383276315352300
2016-11-17	5	7259,544150578	2283,2	-4976,344150578	-217,9548068753503900
2016-11-17	6	7369,42782418	2274,6	-5094,82782418	-223,9878582687065900
2016-11-17	7	7534,875549005	2293,3	-5241,575549005	-228,5603954565473300
